Equity Report for 'all included' from 2023.04.30 to 2023.04.30,,,,,,,,,,,
Login,Group,PL Balance,Closed PL,Deposit,Balance,Floating PL,Credit,Equity,Margin,Free Margin,Bank
140949253,CMV3US,0,0,0,0,0,0,0,0,0,
140949257,CMV3US,0,0,0,0,0,0,0,0,0,
140949259,CMV3US,0,0,0,0,0,0,0,0,0,
140949261,CMV3US,0,0,0,0,0,0,0,0,0,
140949263,CMV3US,0,0,0,0,0,0,0,0,0,
140949267,CMV3US,0,0,0,0,0,0,0,0,0,
140949269,CMV3US,0,0,0,0,0,0,0,0,0,
140949273,CMV3US,0,0,0,0,0,0,0,0,0,
140949275,CMV3US,0,0,0,0,0,0,0,0,0,
140949279,CMV3US,0,0,0,0,0,0,0,0,0,
140949281,CMV3US,0,0,0,0,0,0,0,0,0,
140949283,CMV3US,100,0,0,100,0,0,100,0,100,
140949285,CMV3US,251.49,0,0,251.49,0,0,251.49,0,251.49,
140949287,CMV3US,0,0,0,0,0,0,0,0,0,
140949291,CMV3US,0,0,0,0,0,0,0,0,0,
140949293,CMV3US,0,0,0,0,0,0,0,0,0,
140949295,CMV3US,0,0,0,0,0,0,0,0,0,
140949297,CMV3US,0,0,0,0,0,0,0,0,0,
140949299,CMV3US,-206.35,0,0,-206.35,-11.02,250,32.63,19.98,12.65,
140949301,CMV3US,0,0,0,0,0,0,0,0,0,
140949303,CMV3US,0,0,0,0,0,0,0,0,0,
140949305,CMV3US,0,0,0,0,0,0,0,0,0,
140949307,CMV3US,0,0,0,0,0,0,0,0,0,
140949309,CMV3US,495.66,0,0,495.66,-153.32,100,442.34,263.89,178.45,
140949313,CMV3US,0,0,0,0,0,0,0,0,0,
140949315,CMV3US,0,0,0,0,0,0,0,0,0,
140949317,CMV3US,20.38,0,0,20.38,0,0,20.38,0,20.38,
140949319,CMV3US,197.01,0,0,197.01,0,250,447.01,0,447.01,
140949321,CMV3US,0,0,0,0,0,0,0,0,0,
140949323,CMV3US,0,0,0,0,0,0,0,0,0,
140949327,CMV3US,0,0,0,0,0,0,0,0,0,
140949329,CMV3US,0,0,0,0,0,0,0,0,0,
140949331,CMV3US,0,0,0,0,0,0,0,0,0,
140949333,CMV3US,0,0,0,0,0,0,0,0,0,
140949335,CMV3US,0,0,0,0,0,0,0,0,0,
140949337,CMV3US,210,0,0,210,0,0,210,0,210,
140949339,CMV3US,0,0,0,0,0,0,0,0,0,
140949341,CMV3US,0,0,0,0,0,0,0,0,0,
140949345,CMV3US,0,0,0,0,0,0,0,0,0,
140949347,CMV3US,250,0,0,250,0,250,500,0,500,
140949349,CMV3US,0,0,0,0,0,0,0,0,0,
140949355,CMV3US,0,0,0,0,0,0,0,0,0,
140949361,CMV3US,0,0,0,0,0,0,0,0,0,
140949363,CMV3US,0,0,0,0,0,0,0,0,0,
140949367,CMV3US,100,0,0,100,0,0,100,0,100,
140949369,CMV3US,0,0,0,0,0,0,0,0,0,
140949373,CMV3US,0,0,0,0,0,0,0,0,0,
140949375,CMV3US,0,0,0,0,0,0,0,0,0,
140949379,CMV3US,0,0,0,0,0,0,0,0,0,
140949383,CMV3US,241.59,0,0,241.59,0,250,491.59,0,491.59,
140949387,CMV3US,0,0,0,0,0,0,0,0,0,
140949389,CMV3US,0,0,0,0,0,0,0,0,0,
140949391,CMV3US,0,0,0,0,0,0,0,0,0,
140949393,CMV3US,0,0,0,0,0,0,0,0,0,
140949395,CMV3US,0,0,0,0,0,0,0,0,0,
140949397,CMV3US,0,0,0,0,0,0,0,0,0,
140949399,CMV3US,0,0,0,0,0,0,0,0,0,
140949401,CMV3US,10015.57,0,0,10015.57,3.93,1000,11019.5,11.75,11007.75,
140949403,CMV3US,0,0,0,0,0,0,0,0,0,
140949405,CMV3US,0,0,0,0,0,0,0,0,0,
140949407,CMV3US,0,0,0,0,0,0,0,0,0,
140949411,CMV3US,0,0,0,0,0,0,0,0,0,
140949413,CMV3US,0,0,0,0,0,0,0,0,0,
140949415,CMV3US,0,0,0,0,0,0,0,0,0,
140949419,CMV3US,0,0,0,0,0,0,0,0,0,
140949421,CMV3US,236.59,0,0,236.59,0,250,486.59,0,486.59,
140949423,CMV3US,0,0,0,0,0,0,0,0,0,
140949425,CMV3US,0,0,0,0,0,0,0,0,0,
140949427,CMV3US,0,0,0,0,0,0,0,0,0,
140949429,CMV3US,0,0,0,0,0,0,0,0,0,
140949431,CMV3US,0,0,0,0,0,0,0,0,0,
140949433,CMV3US,0,0,0,0,0,0,0,0,0,
140949435,CMV3US,0,0,0,0,0,0,0,0,0,
140949443,CMV3US,0,0,0,0,0,0,0,0,0,
140949445,CMV3US,0,0,0,0,0,0,0,0,0,
140949447,CMV3US,0,0,0,0,0,0,0,0,0,
140949449,CMV3US,231.94,0,0,231.94,-94.06,250,387.88,24.97,362.91,
140949451,CMV3US,0,0,0,0,0,0,0,0,0,
140949453,CMV3US,0,0,0,0,0,0,0,0,0,
140949455,CMV3US,0,0,0,0,0,0,0,0,0,
140949457,CMV3US,332.8,0,0,332.8,0,100,432.8,0,432.8,
140949459,CMV3US,0,0,0,0,0,0,0,0,0,
140949461,CMV3US,0,0,0,0,0,0,0,0,0,
140949463,CMV3US,0,0,0,0,0,0,0,0,0,
140949465,CMV3US,0,0,0,0,0,0,0,0,0,
140949467,CMV3US,0,0,0,0,0,0,0,0,0,
140949469,CMV3US,0,0,0,0,0,0,0,0,0,
140949471,CMV3US,0,0,0,0,0,0,0,0,0,
140949473,CMV3US,0,0,0,0,0,0,0,0,0,
140949475,CMV3US,0,0,0,0,0,0,0,0,0,
140949477,CMV3US,0,0,0,0,0,0,0,0,0,
140949479,CMV3US,0,0,0,0,0,0,0,0,0,
140949481,CMV3US,0,0,0,0,0,0,0,0,0,
140949483,CMV3US,0,0,0,0,0,0,0,0,0,
140949487,CMV3US,0,0,0,0,0,0,0,0,0,
140949489,CMV3US,0,0,0,0,0,0,0,0,0,
140949491,CMV3US,0,0,0,0,0,0,0,0,0,
140949493,CMV3US,0,0,0,0,0,0,0,0,0,
140949495,CMV3US,0,0,0,0,0,0,0,0,0,
140949497,CMV3US,0,0,0,0,0,0,0,0,0,
140949499,CMV3US,0,0,0,0,0,0,0,0,0,
140949501,CMV3US,0,0,0,0,0,0,0,0,0,
140949503,CMV3US,0,0,0,0,0,0,0,0,0,
140949505,CMV3US,0,0,0,0,0,0,0,0,0,
140949507,CMV3US,-160.09,0,0,-160.09,0,200,39.91,0,39.91,
140949509,CMV3US,0,0,0,0,0,0,0,0,0,
140949513,CMV3US,0,0,0,0,0,0,0,0,0,
140949515,CMV3US,0,0,0,0,0,0,0,0,0,
140949517,CMV3US,0,0,0,0,0,0,0,0,0,
140949519,CMV3US,0,0,0,0,0,0,0,0,0,
140949521,CMV3US,146.3,0,0,146.3,-166.45,100,79.85,92.7,-12.85,
140949523,CMV3US,0,0,0,0,0,0,0,0,0,
140949527,CMV3US,0,0,0,0,0,0,0,0,0,
140949533,CMV3US,0,0,0,0,0,0,0,0,0,
140949535,CMV3US,0,0,0,0,0,0,0,0,0,
140949543,CMV3US,0,0,0,0,0,0,0,0,0,
140949545,CMV3US,0,0,0,0,0,0,0,0,0,
140949547,CMV3US,164.72,0,0,164.72,43.71,250,458.43,90.99,367.44,
140949549,CMV3US,0,0,0,0,0,0,0,0,0,
140949555,CMV3US,0,0,0,0,0,0,0,0,0,
140949557,CMV3US,0,0,0,0,0,0,0,0,0,
140949559,CMV3US,0,0,0,0,0,0,0,0,0,
140949561,CMV3US,29.36,0,0,29.36,7.45,0,36.81,20,16.81,
140949565,CMV3US,0,0,0,0,0,0,0,0,0,
140949567,CMV3US,0,0,0,0,0,0,0,0,0,
140949569,CMV3US,0,0,0,0,0,0,0,0,0,
140949571,CMV3US,0,0,0,0,0,0,0,0,0,
140949573,CMV3US,0,0,0,0,0,0,0,0,0,
140949575,CMV3US,0,0,0,0,0,0,0,0,0,
140949579,CMV3US,0,0,0,0,0,0,0,0,0,
140949581,CMV3US,0.11,0,0,0.11,0,0,0.11,0,0.11,
140949585,CMV3US,0,0,0,0,0,0,0,0,0,
140949589,CMV3US,0,0,0,0,0,0,0,0,0,
140949591,CMV3US,0,0,0,0,0,0,0,0,0,
140949593,CMV3US,0,0,0,0,0,0,0,0,0,
140949595,CMV3US,0,0,0,0,0,0,0,0,0,
140949597,CMV3US,0,0,0,0,0,0,0,0,0,
140949599,CMV3US,0,0,0,0,0,0,0,0,0,
140949601,CMV3US,0,0,0,0,0,0,0,0,0,
140949607,CMV3US,252.33,0,0,252.33,0,250,502.33,0,502.33,
140949609,CMV3US,-204.13,0,0,-204.13,0,250,45.87,0,45.87,
140949611,CMV3US,519.35,0,0,519.35,-160.72,250,608.63,19.92,588.71,
140949613,CMV3US,0,0,0,0,0,0,0,0,0,
140949617,CMV3US,0,0,0,0,0,0,0,0,0,
140949619,CMV3US,0,0,0,0,0,0,0,0,0,
140949627,CMV3US,0,0,0,0,0,0,0,0,0,
140949629,CMV3US,0,0,0,0,0,0,0,0,0,
140949631,CMV3US,90.6,0,0,90.6,0,0,90.6,0,90.6,
140949633,CMV3US,0,0,0,0,0,0,0,0,0,
140949635,CMV3US,0,0,0,0,0,0,0,0,0,
140949637,CMV3US,0,0,0,0,0,0,0,0,0,
140949641,CMV3US,0,0,0,0,0,0,0,0,0,
140949643,CMV3US,0,0,0,0,0,0,0,0,0,
140949645,CMV3US,0,0,0,0,0,0,0,0,0,
140949649,CMV3US,0,0,0,0,0,0,0,0,0,
140949651,CMV3US,0,0,0,0,0,0,0,0,0,
140949653,CMV3US,0,0,0,0,0,0,0,0,0,
140949655,CMV3US,0,0,0,0,0,0,0,0,0,
140949663,CMV3US,0,0,0,0,0,0,0,0,0,
140949665,CMV3US,0,0,0,0,0,0,0,0,0,
140949667,CMV3US,0,0,0,0,0,0,0,0,0,
140949669,CMV3US,0,0,0,0,0,0,0,0,0,
140949671,CMV3US,0,0,0,0,0,0,0,0,0,
140949673,CMV3US,0,0,0,0,0,0,0,0,0,
140949675,CMV3US,0,0,0,0,0,0,0,0,0,
140949677,CMV3US,0,0,0,0,0,0,0,0,0,
140949679,CMV3US,0,0,0,0,0,0,0,0,0,
140949681,CMV3US,0,0,0,0,0,0,0,0,0,
140949683,CMV3US,0,0,0,0,0,0,0,0,0,
140949685,CMV3US,0,0,0,0,0,0,0,0,0,
140949687,CMV3US,0,0,0,0,0,0,0,0,0,
140949689,CMV3US,0,0,0,0,0,0,0,0,0,
140949691,CMV3US,101.46,0,0,101.46,0,0,101.46,0,101.46,
140949693,CMV3US,0,0,0,0,0,0,0,0,0,
140949695,CMV3US,0,0,0,0,0,0,0,0,0,
140949699,CMV3US,0,0,0,0,0,0,0,0,0,
140949701,CMV3US,150,0,0,150,0,0,150,0,150,
140949703,CMV3US,0,0,0,0,0,0,0,0,0,
140949707,CMV3US,0,0,0,0,0,0,0,0,0,
140949709,CMV3US,0,0,0,0,0,0,0,0,0,
140949711,CMV3US,0,0,0,0,0,0,0,0,0,
140949719,CMV3US,0,0,0,0,0,0,0,0,0,
140949721,CMV3US,0,0,0,0,0,0,0,0,0,
140949723,CMV3US,0,0,0,0,0,0,0,0,0,
140949725,CMV3US,0,0,0,0,0,0,0,0,0,
140949727,CMV3US,0,0,0,0,0,0,0,0,0,
140949729,CMV3US,0,0,0,0,0,0,0,0,0,
140949731,CMV3US,0,0,0,0,0,0,0,0,0,
140949735,CMV3US,0,0,0,0,0,0,0,0,0,
140949737,CMV3US,0,0,0,0,0,0,0,0,0,
140949739,CMV3US,0,0,0,0,0,0,0,0,0,
140949745,CMV3US,0,0,0,0,0,0,0,0,0,
140949747,CMV3US,0,0,0,0,0,0,0,0,0,
140949753,CMV3US,0,0,0,0,0,0,0,0,0,
140949755,CMV3US,0,0,0,0,0,0,0,0,0,
140949759,CMV3US,0,0,0,0,0,0,0,0,0,
140949763,CMV3US,0,0,0,0,0,0,0,0,0,
140949765,CMV3US,0,0,0,0,0,0,0,0,0,
140949767,CMV3US,0,0,0,0,0,0,0,0,0,
140949769,CMV3US,0,0,0,0,0,0,0,0,0,
140949771,CMV3US,0,0,0,0,0,0,0,0,0,
140949773,CMV3US,0,0,0,0,0,0,0,0,0,
140949775,CMV3US,0,0,0,0,0,0,0,0,0,
140949777,CMV3US,0,0,0,0,0,0,0,0,0,
140949779,CMV3US,0,0,0,0,0,0,0,0,0,
140949781,CMV3US,0,0,0,0,0,0,0,0,0,
140949787,CMV3US,0,0,0,0,0,0,0,0,0,
140949789,CMV3US,0,0,0,0,0,0,0,0,0,
140949795,CMV3US,0,0,0,0,0,0,0,0,0,
140949797,CMV3US,0,0,0,0,0,0,0,0,0,
140949801,CMV3US,0,0,0,0,0,0,0,0,0,
140949803,CMV3US,0,0,0,0,0,0,0,0,0,
140949805,CMV3US,20.03,0,0,20.03,0,0,20.03,0,20.03,
140949807,CMV3US,0,0,0,0,0,0,0,0,0,
140949809,CMV3US,0,0,0,0,0,0,0,0,0,
140949811,CMV3US,0,0,0,0,0,0,0,0,0,
140949815,CMV3US,0,0,0,0,0,0,0,0,0,
140949817,CMV3US,0,0,0,0,0,0,0,0,0,
140949819,CMV3US,0,0,0,0,0,0,0,0,0,
140949821,CMV3US,0,0,0,0,0,0,0,0,0,
140949823,CMV3US,0,0,0,0,0,0,0,0,0,
140949825,CMV3US,0,0,0,0,0,0,0,0,0,
140949827,CMV3US,0,0,0,0,0,0,0,0,0,
140949831,CMV3US,0,0,0,0,0,0,0,0,0,
140949833,CMV3US,0,0,0,0,0,0,0,0,0,
140949835,CMV3US,0,0,0,0,0,0,0,0,0,
140949837,CMV3US,0,0,0,0,0,0,0,0,0,
140949839,CMV3US,0,0,0,0,0,0,0,0,0,
140949841,CMV3US,0,0,0,0,0,0,0,0,0,
140949843,CMV3US,0,0,0,0,0,0,0,0,0,
140949859,CMV3US,0,0,0,0,0,0,0,0,0,
140949875,CMV3US,0,0,0,0,0,0,0,0,0,
140949877,CMV3US,0,0,0,0,0,0,0,0,0,
140949879,CMV3US,0,0,0,0,0,0,0,0,0,
140949881,CMV3US,0,0,0,0,0,0,0,0,0,
140949883,CMV3US,0,0,0,0,0,0,0,0,0,
140949885,CMV3US,0,0,0,0,0,0,0,0,0,
140949889,CMV3US,0,0,0,0,0,0,0,0,0,
140949899,CMV3US,0,0,0,0,0,0,0,0,0,
140949903,CMV3US,0,0,0,0,0,0,0,0,0,
140949905,CMV3US,0,0,0,0,0,0,0,0,0,
140949907,CMV3US,0,0,0,0,0,0,0,0,0,
140949909,CMV3US,0,0,0,0,0,0,0,0,0,
140949911,CMV3US,0,0,0,0,0,0,0,0,0,
140949913,CMV3US,0,0,0,0,0,0,0,0,0,
140949915,CMV3US,0,0,0,0,0,0,0,0,0,
140949917,CMV3US,0,0,0,0,0,0,0,0,0,
140949919,CMV3US,0,0,0,0,0,0,0,0,0,
140949927,CMV3US,0,0,0,0,0,0,0,0,0,
140949929,CMV3US,0,0,0,0,0,0,0,0,0,
140949933,CMV3US,0,0,0,0,0,0,0,0,0,
140949935,CMV3US,0,0,0,0,0,0,0,0,0,
140949939,CMV3US,0,0,0,0,0,0,0,0,0,
140949943,CMV3US,0,0,0,0,0,0,0,0,0,
140949947,CMV3US,0,0,0,0,0,0,0,0,0,
140949949,CMV3US,0,0,0,0,0,0,0,0,0,
140949951,CMV3US,0,0,0,0,0,0,0,0,0,
140949953,CMV3US,0,0,0,0,0,0,0,0,0,
140949955,CMV3US,0,0,0,0,0,0,0,0,0,
140949957,CMV3US,100,0,0,100,0,0,100,0,100,
140949959,CMV3US,0,0,0,0,0,0,0,0,0,
140949961,CMV3US,0,0,0,0,0,0,0,0,0,
140949963,CMV3US,0,0,0,0,0,0,0,0,0,
140949965,CMV3US,0,0,0,0,0,0,0,0,0,
140949967,CMV3US,0,0,0,0,0,0,0,0,0,
140949969,CMV3US,0,0,0,0,0,0,0,0,0,
140949971,CMV3US,0,0,0,0,0,0,0,0,0,
140949973,CMV3US,0,0,0,0,0,0,0,0,0,
140949975,CMV3US,0,0,0,0,0,0,0,0,0,
140949977,CMV3US,0,0,0,0,0,0,0,0,0,
140949979,CMV3US,0,0,0,0,0,0,0,0,0,
140949981,CMV3US,0,0,0,0,0,0,0,0,0,
140949983,CMV3US,0,0,0,0,0,0,0,0,0,
140949987,CMV3US,0,0,0,0,0,0,0,0,0,
140949989,CMV3US,0,0,0,0,0,0,0,0,0,
140949991,CMV3US,0,0,0,0,0,0,0,0,0,
140949999,CMV3US,0,0,0,0,0,0,0,0,0,
140950001,CMV3US,243.55,0,0,243.55,0,250,493.55,0,493.55,
140950003,CMV3US,0,0,0,0,0,0,0,0,0,
140950005,CMV3US,0,0,0,0,0,0,0,0,0,
140950009,CMV3US,0,0,0,0,0,0,0,0,0,
140950011,CMV3US,0,0,0,0,0,0,0,0,0,
140950017,CMV3US,0,0,0,0,0,0,0,0,0,
140950019,CMV3US,0,0,0,0,0,0,0,0,0,
140950021,CMV3US,0,0,0,0,0,0,0,0,0,
140950025,CMV3US,0,0,0,0,0,0,0,0,0,
140950027,CMV3US,0,0,0,0,0,0,0,0,0,
140950029,CMV3US,0,0,0,0,0,0,0,0,0,
140950033,CMV3US,0,0,0,0,0,0,0,0,0,
140950035,CMV3US,0,0,0,0,0,0,0,0,0,
140950037,CMV3US,121,0,0,121,0,0,121,0,121,
140950039,CMV3US,0,0,0,0,0,0,0,0,0,
140950041,CMV3US,0,0,0,0,0,0,0,0,0,
140950043,CMV3US,0.16,0,0,0.16,0,0,0.16,0,0.16,
140950045,CMV3US,0,0,0,0,0,0,0,0,0,
140950047,CMV3US,0,0,0,0,0,0,0,0,0,
140950049,CMV3US,0,0,0,0,0,0,0,0,0,
140950051,CMV3US,0.29,0,0,0.29,0,0,0.29,0,0.29,
140950053,CMV3US,0,0,0,0,0,0,0,0,0,
140950055,CMV3US,0,0,0,0,0,0,0,0,0,
140950057,CMV3US,0,0,0,0,0,0,0,0,0,
140950059,CMV3US,0,0,0,0,0,0,0,0,0,
140950063,CMV3US,0,0,0,0,0,0,0,0,0,
140950065,CMV3US,0,0,0,0,0,0,0,0,0,
140950067,CMV3US,0,0,0,0,0,0,0,0,0,
140950069,CMV3US,0,0,0,0,0,0,0,0,0,
140950073,CMV3US,0,0,0,0,0,0,0,0,0,
140950077,CMV3US,0,0,0,0,0,0,0,0,0,
140950079,CMV3US,0,0,0,0,0,0,0,0,0,
140950083,CMV3US,0,0,0,0,0,0,0,0,0,
140950085,CMV3US,0,0,0,0,0,0,0,0,0,
140950087,CMV3US,0,0,0,0,0,0,0,0,0,
140950091,CMV3US,0,0,0,0,0,0,0,0,0,
140950093,CMV3US,0,0,0,0,0,0,0,0,0,
140950097,CMV3US,0,0,0,0,0,0,0,0,0,
140950099,CMV3US,0,0,0,0,0,0,0,0,0,
140950101,CMV3US,0,0,0,0,0,0,0,0,0,
140950105,CMV3US,0.6,0,0,0.6,0,0,0.6,0,0.6,
140950107,CMV3US,0,0,0,0,0,0,0,0,0,
140950111,CMV3US,0,0,0,0,0,0,0,0,0,
140950113,CMV3US,31.36,0,0,31.36,0,0,31.36,0,31.36,
140950117,CMV3US,100,0,0,100,0,20,120,0,120,
140950121,CMV3US,0,0,0,0,0,0,0,0,0,
140950123,CMV3US,0,0,0,0,0,0,0,0,0,
140950127,CMV3US,0,0,0,0,0,0,0,0,0,
140950129,CMV3US,0,0,0,0,0,0,0,0,0,
140950131,CMV3US,0,0,0,0,0,0,0,0,0,
140950133,CMV3US,0,0,0,0,0,0,0,0,0,
140950135,CMV3US,10,0,0,10,0,0,10,0,10,
140950137,CMV3US,0,0,0,0,0,0,0,0,0,
140950139,CMV3US,0,0,0,0,0,0,0,0,0,
140950143,CMV3US,0,0,0,0,0,0,0,0,0,
140950145,CMV3US,0,0,0,0,0,0,0,0,0,
140950147,CMV3US,0,0,0,0,0,0,0,0,0,
140950149,CMV3US,0,0,0,0,0,0,0,0,0,
140950155,CMV3US,0,0,0,0,0,0,0,0,0,
140950157,CMV3US,0,0,0,0,0,0,0,0,0,
140950161,CMV3US,0,0,0,0,0,0,0,0,0,
140950163,CMV3US,0,0,0,0,0,0,0,0,0,
140950167,CMV3US,0,0,0,0,0,0,0,0,0,
140950169,CMV3US,0,0,0,0,0,0,0,0,0,
140950171,CMV3US,0,0,0,0,0,0,0,0,0,
140950173,CMV3US,0,0,0,0,0,0,0,0,0,
140950175,CMV3US,0,0,0,0,0,0,0,0,0,
140950177,CMV3US,0,0,0,0,0,0,0,0,0,
140950181,CMV3US,190,0,0,190,0,0,190,0,190,
140950183,CMV3US,0,0,0,0,0,0,0,0,0,
140950185,CMV3US,0,0,0,0,0,0,0,0,0,
140950187,CMV3US,0,0,0,0,0,0,0,0,0,
140950191,CMV3US,2840.62,0,0,2840.62,-692.94,875,3022.68,490.78,2531.9,
140950193,CMV3US,0,0,0,0,0,0,0,0,0,
140950195,CMV3US,0,0,0,0,0,0,0,0,0,
140950197,CMV3US,0,0,0,0,0,0,0,0,0,
140950199,CMV3US,0,0,0,0,0,0,0,0,0,
140950201,CMV3US,0,0,0,0,0,0,0,0,0,
140950211,CMV3US,0,0,0,0,0,0,0,0,0,
140950213,CMV3US,0,0,0,0,0,0,0,0,0,
140950215,CMV3US,0,0,0,0,0,0,0,0,0,
140950221,CMV3US,0,0,0,0,0,0,0,0,0,
140950223,CMV3US,0,0,0,0,0,0,0,0,0,
140950225,CMV3US,0,0,0,0,0,0,0,0,0,
140950227,CMV3US,0,0,0,0,0,0,0,0,0,
140950229,CMV3US,0,0,0,0,0,0,0,0,0,
140950231,CMV3US,0,0,0,0,0,0,0,0,0,
140950237,CMV3US,0,0,0,0,0,0,0,0,0,
140950239,CMV3US,0,0,0,0,0,0,0,0,0,
140950241,CMV3US,0,0,0,0,0,0,0,0,0,
140950243,CMV3US,0,0,0,0,0,0,0,0,0,
140950245,CMV3US,0,0,0,0,0,0,0,0,0,
140950247,CMV3US,0,0,0,0,0,0,0,0,0,
140950249,CMV3US,0,0,0,0,0,0,0,0,0,
140950251,CMV3US,0,0,0,0,0,0,0,0,0,
140950253,CMV3US,0,0,0,0,0,0,0,0,0,
140950255,CMV3US,0,0,0,0,0,0,0,0,0,
140950259,CMV3US,0,0,0,0,0,0,0,0,0,
140950263,CMV3US,0,0,0,0,0,0,0,0,0,
140950267,CMV3US,0,0,0,0,0,0,0,0,0,
140950269,CMV3US,-225.79,0,0,-225.79,0,250,24.21,0,24.21,
140950273,CMV3US,0,0,0,0,0,0,0,0,0,
140950275,CMV3US,0,0,0,0,0,0,0,0,0,
140950277,CMV3US,0,0,0,0,0,0,0,0,0,
140950279,CMV3US,0,0,0,0,0,0,0,0,0,
140950281,CMV3US,0,0,0,0,0,0,0,0,0,
140950283,CMV3US,0,0,0,0,0,0,0,0,0,
140950285,CMV3US,0,0,0,0,0,0,0,0,0,
140950291,CMV3US,0,0,0,0,0,0,0,0,0,
140950295,CMV3US,0,0,0,0,0,0,0,0,0,
140950303,CMV3US,104.68,0,0,104.68,0,0,104.68,0,104.68,
140950305,CMV3US,0,0,0,0,0,0,0,0,0,
140950307,CMV3US,0,0,0,0,0,0,0,0,0,
140950309,CMV3US,0,0,0,0,0,0,0,0,0,
140950311,CMV3US,0,0,0,0,0,0,0,0,0,
140950313,CMV3US,0,0,0,0,0,0,0,0,0,
140950315,CMV3US,0,0,0,0,0,0,0,0,0,
140950317,CMV3US,998.14,0,0,998.14,0,250,1248.14,0,1248.14,
140950319,CMV3US,0,0,0,0,0,0,0,0,0,
140950321,CMV3US,0,0,0,0,0,0,0,0,0,
140950323,CMV3US,0,0,0,0,0,0,0,0,0,
140950327,CMV3US,0,0,0,0,0,0,0,0,0,
140950331,CMV3US,0,0,0,0,0,0,0,0,0,
140950333,CMV3US,87.05,0,0,87.05,-18.11,0,68.94,41.76,27.18,
140950335,CMV3US,0,0,0,0,0,0,0,0,0,
140950337,CMV3US,0,0,0,0,0,0,0,0,0,
140950341,CMV3US,0,0,0,0,0,0,0,0,0,
140950343,CMV3US,0,0,0,0,0,0,0,0,0,
140950347,CMV3US,0,0,0,0,0,0,0,0,0,
140950349,CMV3US,0,0,0,0,0,0,0,0,0,
140950351,CMV3US,0,0,0,0,0,0,0,0,0,
140950357,CMV3US,0,0,0,0,0,0,0,0,0,
140950359,CMV3US,0,0,0,0,0,0,0,0,0,
140950361,CMV3US,0,0,0,0,0,0,0,0,0,
140950363,CMV3US,0,0,0,0,0,0,0,0,0,
140950367,CMV3US,0,0,0,0,0,0,0,0,0,
140950369,CMV3US,0,0,0,0,0,0,0,0,0,
140950373,CMV3US,0,0,0,0,0,0,0,0,0,
140950375,CMV3US,0,0,0,0,0,0,0,0,0,
140950377,CMV3US,0,0,0,0,0,0,0,0,0,
140950379,CMV3US,0,0,0,0,0,0,0,0,0,
140950381,CMV3US,0,0,0,0,0,0,0,0,0,
140950383,CMV3US,0,0,0,0,0,0,0,0,0,
140950385,CMV3US,0,0,0,0,0,0,0,0,0,
140950387,CMV3US,0,0,0,0,0,0,0,0,0,
140950397,CMV3US,0,0,0,0,0,0,0,0,0,
140950399,CMV3US,0,0,0,0,0,0,0,0,0,
140950401,CMV3US,0,0,0,0,0,0,0,0,0,
140950403,CMV3US,0,0,0,0,0,0,0,0,0,
140950405,CMV3US,0,0,0,0,0,0,0,0,0,
140950413,CMV3US,0,0,0,0,0,0,0,0,0,
140950419,CMV3US,0,0,0,0,0,0,0,0,0,
140950425,CMV3US,0,0,0,0,0,0,0,0,0,
140950427,CMV3US,0,0,0,0,0,0,0,0,0,
140950429,CMV3US,0,0,0,0,0,0,0,0,0,
140950431,CMV3US,0,0,0,0,0,0,0,0,0,
140950433,CMV3US,0,0,0,0,0,0,0,0,0,
140950435,CMV3US,0,0,0,0,0,0,0,0,0,
140950437,CMV3US,0,0,0,0,0,0,0,0,0,
140950439,CMV3US,0,0,0,0,0,0,0,0,0,
140950443,CMV3US,0,0,0,0,0,0,0,0,0,
140950445,CMV3US,0,0,0,0,0,0,0,0,0,
140950447,CMV3US,0,0,0,0,0,0,0,0,0,
140950449,CMV3US,0,0,0,0,0,0,0,0,0,
140950451,CMV3US,0,0,0,0,0,0,0,0,0,
140950453,CMV3US,0,0,0,0,0,0,0,0,0,
140950457,CMV3US,0,0,0,0,0,0,0,0,0,
140950459,CMV3US,0,0,0,0,0,0,0,0,0,
140950461,CMV3US,0,0,0,0,0,0,0,0,0,
140950463,CMV3US,0,0,0,0,0,0,0,0,0,
140950465,CMV3US,0,0,0,0,0,0,0,0,0,
140950467,CMV3US,0,0,0,0,0,0,0,0,0,
140950469,CMV3US,0,0,0,0,0,0,0,0,0,
140950471,CMV3US,0,0,0,0,0,0,0,0,0,
140950473,CMV3US,0,0,0,0,0,0,0,0,0,
140950475,CMV3US,0,0,0,0,0,0,0,0,0,
140950479,CMV3US,0,0,0,0,0,0,0,0,0,
140950483,CMV3US,0,0,0,0,0,0,0,0,0,
140950485,CMV3US,0,0,0,0,0,0,0,0,0,
140950487,CMV3US,0,0,0,0,0,0,0,0,0,
140950489,CMV3US,0,0,0,0,0,0,0,0,0,
140950491,CMV3US,0,0,0,0,0,0,0,0,0,
140950493,CMV3US,0,0,0,0,0,0,0,0,0,
140950495,CMV3US,0,0,0,0,0,0,0,0,0,
140950497,CMV3US,0,0,0,0,0,0,0,0,0,
140950501,CMV3US,0,0,0,0,0,0,0,0,0,
140950503,CMV3US,0,0,0,0,0,0,0,0,0,
140950505,CMV3US,0,0,0,0,0,0,0,0,0,
140950507,CMV3US,0,0,0,0,0,0,0,0,0,
140950509,CMV3US,0,0,0,0,0,0,0,0,0,
140950515,CMV3US,0,0,0,0,0,0,0,0,0,
